users.qq.com	[123.206.33.170]
eti.qq.com	[203.205.128.167]
ffo.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
exc.qq.com	[0.0.0.1]
fcz.qq.com	[0.0.0.1]
fsq.qq.com	[183.3.233.192]
fom.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
ftg.qq.com	[0.0.0.1]
foe.qq.com	[203.205.151.51]
gbs.qq.com	[0.0.0.1]
gcd.qq.com	[0.0.0.1]
ffm.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
gfm.qq.com	[58.247.214.117 61.129.7.22]
fwt.qq.com	[0.0.0.1]
fwc.qq.com	[0.0.0.1]
gls.qq.com	[119.147.154.234]
gvg.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
got.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
gok.qq.com	[203.205.138.229 203.205.158.39 203.205.138.230 203.205.158.49 203.205.138.225]
gtv.qq.com	[0.0.0.1]
fxq.qq.com	[0.0.0.1]
gwm.qq.com	[58.250.136.59]
gzh.qq.com	[58.251.81.184]
hdl.qq.com	[203.205.158.37 203.205.158.38 203.205.138.57 203.205.138.79 203.205.158.59]
hdx.qq.com	[0.0.0.1]
hdm.qq.com	[1.1.1.1]
hjm.qq.com	[0.0.0.1]
hqg.qq.com	[0.0.0.1]
hsy.qq.com	[0.0.0.1]
hbp.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
huo.qq.com	[0.0.0.1]
hwz.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
ibo.qq.com	[58.251.148.247 58.251.148.139]
hui.qq.com	[0.0.0.1]
hxy.qq.com	[0.0.0.1]
hzp.qq.com	[119.28.33.100]
iot.qq.com	[203.205.151.26]
icj.qq.com	[103.7.30.123]
ioe.qq.com	[157.255.245.149]
ith.qq.com	[0.0.0.1]
idu.qq.com	[101.226.86.182 61.151.217.46]
ixg.qq.com	[203.205.219.231]
iov.qq.com	[0.0.0.1]
icq.qq.com	[203.205.219.231]
iom.qq.com	[14.17.57.231]
iwx.qq.com	[0.0.0.1]
ipg.qq.com	[0.0.0.1]
iqc.qq.com	[0.0.0.1]
jlz.qq.com	[0.0.0.1]
jfq.qq.com	[0.0.0.1]
jqk.qq.com	[0.0.0.1]
kad.qq.com	[203.205.219.231]
jwt.qq.com	[0.0.0.1]
jhx.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
kfy.qq.com	[203.205.158.36]
kkk.qq.com	[0.0.0.1]
kok.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
jpy.qq.com	[0.0.0.1]
kol.qq.com	[203.205.158.35 203.205.158.53 203.205.158.54 203.205.158.34 203.205.138.71 203.205.158.55 203.205.158.56]
kdm.qq.com	[123.151.65.198]
kta.qq.com	[0.0.0.1]
jsq.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
kxg.qq.com	[0.0.0.1]
loc.qq.com	[0.0.0.1]
lbs.qq.com	[203.205.128.186]
lol.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
lrs.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
lzg.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
lsy.qq.com	[0.0.0.1]
lsw.qq.com	[203.205.138.71 203.205.158.55 203.205.158.56 203.205.158.35 203.205.158.53 203.205.158.54 203.205.158.34]
mdv.qq.com	[0.0.0.1]
mow.qq.com	[0.0.0.1]
lvs.qq.com	[0.0.0.1]
lsj.qq.com	[203.205.158.58 203.205.138.20 203.205.138.21 203.205.158.65 203.205.158.64]
mcn.qq.com	[203.205.151.12]
mvm.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
lpl.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
mtg.qq.com	[203.205.138.21 203.205.158.65 203.205.158.64 203.205.158.58 203.205.138.20]
lwx.qq.com	[0.0.0.1]
lqs.qq.com	[0.0.0.1]
mgp.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
mzj.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
mym.qq.com	[0.0.0.1]
myd.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
mzy.qq.com	[0.0.0.1]
mtk.qq.com	[163.177.73.175 163.177.73.176 163.177.73.178 163.177.73.162]
mmo.qq.com	[0.0.0.1]
myr.qq.com	[0.0.0.1]
mxt.qq.com	[183.61.39.212]
mxm.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
lsg.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
nlu.qq.com	[183.36.108.162]
mxd.qq.com	[203.205.158.37 203.205.158.38 203.205.138.57 203.205.138.79 203.205.158.59]
npc.qq.com	[0.0.0.1]
nzy.qq.com	[0.0.0.1]
nzw.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
omg.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
pbk.qq.com	[203.205.147.153]
piu.qq.com	[140.143.187.85]
pdk.qq.com	[203.205.158.58 203.205.138.20 203.205.138.21 203.205.158.65 203.205.158.64]
owo.qq.com	[0.0.0.1]
ppm.qq.com	[0.0.0.1]
prj.qq.com	[183.232.88.156]
pvp.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
pvz.qq.com	[0.0.0.1]
pve.qq.com	[0.0.0.1]
qal.qq.com	[0.0.0.1]
qcp.qq.com	[58.250.136.106]
qcs.qq.com	[0.0.0.1]
qfm.qq.com	[0.0.0.1]
qgc.qq.com	[58.247.214.157]
ppt.qq.com	[0.0.0.1]
qaq.qq.com	[0.0.0.1]
qgo.qq.com	[0.0.0.1]
qim.qq.com	[203.205.151.14]
qlz.qq.com	[203.205.158.37 203.205.158.38 203.205.138.57 203.205.138.79 203.205.158.59]
qoo.qq.com	[0.0.0.1]
qav.qq.com	[0.0.0.1]
qie.qq.com	[58.251.81.223]
qro.qq.com	[0.0.0.1]
qsl.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
qqx.qq.com	[0.0.0.1]
qiu.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
qqs.qq.com	[0.0.0.1]
qqd.qq.com	[0.0.0.1]
qdd.qq.com	[0.0.0.1]
qun.qq.com	[203.205.142.168]
qwe.qq.com	[0.0.0.1]
qvq.qq.com	[203.205.151.14]
qme.qq.com	[203.205.219.231]
qos.qq.com	[203.205.219.231]
qzs.qq.com	[203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38]
qyj.qq.com	[0.0.0.1]
qlf.qq.com	[203.205.151.26]
qqt.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
qqq.qq.com	[203.205.151.26]
qyz.qq.com	[0.0.0.1]
ryz.qq.com	[0.0.0.1]
sgz.qq.com	[0.0.0.1]
slp.qq.com	[0.0.0.1]
rtb.qq.com	[163.177.68.216]
snk.qq.com	[203.205.151.54]
sqr.qq.com	[0.0.0.1]
sqj.qq.com	[61.151.217.46 101.226.86.182]
stg.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
sqs.qq.com	[0.0.0.1]
sqm.qq.com	[0.0.0.1]
tbi.qq.com	[0.0.0.1]
syb.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
tdm.qq.com	[123.207.192.20]
tfp.qq.com	[0.0.0.1]
tds.qq.com	[0.0.0.1]
szx.qq.com	[0.0.0.1]
tgd.qq.com	[58.251.81.194]
sng.qq.com	[203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38]
tgs.qq.com	[163.177.71.179 58.250.137.43]
tgb.qq.com	[0.0.0.1]
tgr.qq.com	[0.0.0.1]
tig.qq.com	[183.3.235.209]
tld.qq.com	[0.0.0.1]
tgi.qq.com	[122.152.211.78]
mdf.qq.com	[0.0.0.1]
sxd.qq.com	[0.0.0.1]
tlj.qq.com	[0.0.0.1]
tgl.qq.com	[203.205.158.59 203.205.158.37 203.205.158.38 203.205.138.57 203.205.138.79]
swy.qq.com	[203.205.138.20 203.205.138.21 203.205.158.65 203.205.158.64 203.205.158.58]
tpt.qq.com	[0.0.0.1]
tmg.qq.com	[0.0.0.1]
sqq.qq.com	[58.251.148.139 58.251.148.247]
tgp.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
tod.qq.com	[183.232.88.155]
tmq.qq.com	[203.205.128.169 203.205.128.168]
tdf.qq.com	[203.205.179.231 203.205.179.230]
tcg.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
tnw.qq.com	[203.205.151.47]
ttq.qq.com	[183.61.47.197]
tmt.qq.com	[203.205.158.37 203.205.158.38 203.205.138.57 203.205.138.79 203.205.158.59]
thr.qq.com	[203.205.151.47]
lxf.qq.com	[0.0.0.1]
txs.qq.com	[0.0.0.1]
txz.qq.com	[103.7.30.66]
tzx.qq.com	[0.0.0.1]
tra.qq.com	[0.0.0.1]
ued.qq.com	[183.232.88.156]
txv.qq.com	[0.0.0.1]
tpg.qq.com	[203.205.151.51]
uin.qq.com	[14.17.42.64]
mjz.qq.com	[0.0.0.1]
ure.qq.com	[0.0.0.1]
ugc.qq.com	[58.247.214.51]
txl.qq.com	[203.205.151.210]
vii.qq.com	[0.0.0.1]
vgo.qq.com	[140.143.177.222]
qtv.qq.com	[0.0.0.1]
voc.qq.com	[58.250.9.35]
vmp.qq.com	[140.207.54.57]
vlp.qq.com	[203.205.142.160]
wcz.qq.com	[0.0.0.1]
wed.qq.com	[203.205.219.231]
wex.qq.com	[0.0.0.1]
wkd.qq.com	[203.205.142.147]
wcg.qq.com	[23.210.215.82 23.210.215.59]
wjz.qq.com	[61.151.229.203 61.151.225.225]
wlj.qq.com	[0.0.0.1]
wmu.qq.com	[0.0.0.1]
wpd.qq.com	[103.7.30.52]
wog.qq.com	[0.0.0.1]
wpa.qq.com	[58.251.100.24]
wxz.qq.com	[0.0.0.1]
wxg.qq.com	[0.0.0.1]
wii.qq.com	[14.18.245.238]
wxn.qq.com	[23.219.132.75]
wxy.qq.com	[203.205.151.14 203.205.151.107]
woa.qq.com	[203.205.151.50]
wwq.qq.com	[183.232.95.68]
wns.qq.com	[203.205.128.112]
wmx.qq.com	[157.255.192.122]
wzq.qq.com	[0.0.0.1]
xcx.qq.com	[0.0.0.1]
wos.qq.com	[203.205.219.231]
xgs.qq.com	[0.0.0.1]
xgw.qq.com	[0.0.0.1]
xlg.qq.com	[0.0.0.1]
xlx.qq.com	[0.0.0.1]
woc.qq.com	[0.0.0.1]
xla.qq.com	[58.251.148.247 58.251.148.139]
xdf.qq.com	[0.0.0.1]
xqn.qq.com	[0.0.0.1]
xfh.qq.com	[0.0.0.1]
xue.qq.com	[0.0.0.1]
xti.qq.com	[203.205.128.167]
wxm.qq.com	[0.0.0.1]
xxy.qq.com	[0.0.0.1]
xls.qq.com	[0.0.0.1]
xyq.qq.com	[0.0.0.1]
xyk.qq.com	[0.0.0.1]
yaq.qq.com	[203.205.179.231 203.205.179.230]
xyh.qq.com	[58.251.82.189]
xzq.qq.com	[183.61.39.17]
xyx.qq.com	[0.0.0.1]
ycd.qq.com	[58.251.81.199]
xsm.qq.com	[0.0.0.1]
xly.qq.com	[203.205.158.38 203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37]
xxz.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
xxl.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
xqq.qq.com	[203.205.128.161]
xyj.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
yjs.qq.com	[0.0.0.1]
yld.qq.com	[203.205.158.58 203.205.138.20 203.205.138.21 203.205.158.65 203.205.158.64]
ycg.qq.com	[203.205.151.50]
yhy.qq.com	[203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38]
yoo.qq.com	[203.205.138.71 203.205.158.55 203.205.158.56 203.205.158.35 203.205.158.53 203.205.158.54 203.205.158.34]
ytj.qq.com	[0.0.0.1]
ypc.qq.com	[0.0.0.1]
xzs.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
yyb.qq.com	[0.0.0.1]
yxs.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
yxd.qq.com	[0.0.0.1]
yzg.qq.com	[0.0.0.1]
yxj.qq.com	[183.3.239.151]
yxf.qq.com	[0.0.0.1]
yxq.qq.com	[112.90.77.140]
zcl.qq.com	[0.0.0.1]
zhl.qq.com	[0.0.0.1]
zjh.qq.com	[0.0.0.1]
zhw.qq.com	[0.0.0.1]
zhx.qq.com	[0.0.0.1]
zhs.qq.com	[0.0.0.1]
zmn.qq.com	[23.219.132.75]
zsg.qq.com	[0.0.0.1]
zsd.qq.com	[113.108.21.117]
zsj.qq.com	[0.0.0.1]
ztj.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
ztc.qq.com	[0.0.0.1]
zou.qq.com	[0.0.0.1]
zyx.qq.com	[58.251.112.98 58.251.112.145 58.251.112.221 58.251.112.222 113.96.230.252 113.96.230.231 113.96.230.232 113.96.230.239 113.96.230.240 113.96.230.241 113.96.230.243 113.96.230.248 113.96.230.230 123.151.43.46 111.161.83.217 14.215.154.153]
zys.qq.com	[0.0.0.1]
zsm.qq.com	[0.0.0.1]
ysj.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
